id,numero junta,provincia,canton,distrito,datos certificación,datos procesados tse
47,Junta 4676,HEREDIA,SANTO DOMINGO,SANTA ROSA,Certificación no disponible,164 Votos PPSO
48,Junta 4686,HEREDIA,SANTO DOMINGO,PARA,157 Votos PPSO,Resultados no Procesados
49,Junta 4695,HEREDIA,SANTA BARBARA,SANTA BARBARA,199 Votos PPSO,Resultados no Procesados
50,Junta 4702,HEREDIA,SANTA BARBARA,SANTA BARBARA,Certificación no disponible,200 Votos PPSO
51,Junta 4709,HEREDIA,SANTA BARBARA,SAN JUAN,Certificación no disponible,207 Votos PPSO
52,Junta 4722,HEREDIA,SANTA BARBARA,JESUS,197 Votos PPSO,Resultados no Procesados
53,Junta 4737,HEREDIA,SANTA BARBARA,PURABA,Certificación no disponible,160 Votos PPSO
54,Junta 4741,HEREDIA,SANTA BARBARA,PURABA,Certificación no disponible,141 Votos PPSO
55,Junta 4747,HEREDIA,SAN RAFAEL,SAN RAFAEL,Votos no Legibles,Resultados no Procesados
56,Junta 4752,HEREDIA,SAN RAFAEL,SAN RAFAEL,179 Votos PPSO,188 Votos PPSO
57,Junta 4775,HEREDIA,SAN RAFAEL,SAN JOSESITO,Certificación no disponible,158 Votos PPSO
58,Junta 4808,HEREDIA,SAN RAFAEL,LOS ANGELES,Certificación no disponible,126 Votos PPSO
59,Junta 4832,HEREDIA,SAN ISIDRO,SAN JOSE,0 Votos PPSO,0 Votos PPSO
60,Junta 4841,HEREDIA,SAN ISIDRO,SAN JOSE,2 Votos PPSO,1 Votos PPSO
61,Junta 4913,HEREDIA,FLORES,LLORENTE,193 Votos PPSO,Resultados no Procesados
62,Junta 4925,HEREDIA,SAN PABLO,SAN PABLO,152 Votos PPSO,Resultados no Procesados
63,Junta 4926,HEREDIA,SAN PABLO,SAN PABLO,188 Votos PPSO,Resultados no Procesados
64,Junta 4927,HEREDIA,SAN PABLO,SAN PABLO,Votos no Legibles,Resultados no Procesados
65,Junta 4930,HEREDIA,SAN PABLO,SAN PABLO,165 Votos PPSO,Resultados no Procesados
66,Junta 4934,HEREDIA,SAN PABLO,SAN PABLO,162 Votos PPSO,Resultados no Procesados
67,Junta 4957,HEREDIA,SAN PABLO,RINCON DE SABANILLA,131 Votos PPSO,Resultados no Procesados
68,Junta 4967,HEREDIA,SAN PABLO,RINCON DE SABANILLA,137 Votos PPSO,Resultados no Procesados
69,Junta 5018,HEREDIA,SARAPIQUI,LAS HORQUETAS,246 Votos PPSO,251 Votos PPSO
70,Junta 5020,HEREDIA,SARAPIQUI,LAS HORQUETAS,251 Votos PPSO,Resultados no Procesados
1,Junta 5075,GUANACASTE,LIBERIA,LIBERIA,Certificación no disponible,164 Votos PPSO
2,Junta 5094,GUANACASTE,LIBERIA,LIBERIA,173 Votos PPSO,Resultados no Procesados
3,Junta 5100,GUANACASTE,LIBERIA,LIBERIA,173 Votos PPSO,Resultados no Procesados
4,Junta 5175,GUANACASTE,NICOYA,NICOYA,192 Votos PPSO,Resultados no Procesados
5,Junta 5177,GUANACASTE,NICOYA,NICOYA,Certificación no disponible,185 Votos PPSO
6,Junta 5186,GUANACASTE,NICOYA,NICOYA,138 Votos PPSO,Resultados no Procesados
7,Junta 5187,GUANACASTE,NICOYA,NICOYA,138 Votos PPSO,Resultados no Procesados
8,Junta 5190,GUANACASTE,NICOYA,NICOYA,146 Votos PPSO,Resultados no Procesados 
9,Junta 5223,GUANACASTE,NICOYA,SAN ANTONIO,Certificación no disponible,92 Votos PPSO
10,Junta 5248,GUANACASTE,NICOYA,NOSARA,Certificación no disponible,264 Votos PPSO
11,Junta 5277,GUANACASTE,SANTA CRUZ,SANTA CRUZ,Certificación no disponible,197 Votos PPSO
12,Junta 5291,GUANACASTE,SANTA CRUZ,SANTA CRUZ,171 Votos PPSO,13 Votos PPSO (171 Nueva Republica)
13,Junta 5295,GUANACASTE,SANTA CRUZ,SANTA CRUZ,Certificación no disponible,Resultados no Procesados
14,Junta 5309,GUANACASTE,SANTA CRUZ,VEINTISIETE DE ABRIL,Certificación no disponible,144 Votos PPSO
15,Junta 5336,GUANACASTE,SANTA CRUZ,CARTAGENA,249 Votos PPSO,Resultados no Procesados 
16,Junta 5339,GUANACASTE,SANTA CRUZ,CARTAGENA,130 Votos PPSO,125 Votos PPSO
17,Junta 5349,GUANACASTE,SANTA CRUZ,DIRIA,152 Votos PPSO,156 Votos PPSO
18,Junta 5360,GUANACASTE,SANTA CRUZ,TAMARINDO,Certificación no disponible,Resultados no Procesados
19,Junta 5366,GUANACASTE,SANTA CRUZ,TAMARINDO,Certificación no disponible,233 Votos PPSO
20,Junta 5368,GUANACASTE,BAGACES,BAGACES,Certificación no disponible,162 Votos PPSO
21,Junta 5371,GUANACASTE,BAGACES,BAGACES,Certificación no disponible,156 Votos PPSO
22,Junta 5399,GUANACASTE,BAGACES,MOGOTE,Certificación no disponible,87 Votos PPSO
23,Junta 5404,GUANACASTE,CARRILLO,FILADELFIA,184 Votos PPSO,Resultados no Procesados
24,Junta 5406,GUANACASTE,CARRILLO,FILADELFIA,195 Votos PPSO,Resultados no Procesados
25,Junta 5407,GUANACASTE,CARRILLO,FILADELFIA,183 Votos PPSO,Resultados no Procesados
26,Junta 5408,GUANACASTE,CARRILLO,FILADELFIA,104 Votos PPSO,Resultados no Procesados
27,Junta 5409,GUANACASTE,CARRILLO,FILADELFIA,163 Votos PPSO,Resultados no Procesados
23,Junta 5410,GUANACASTE,CARRILLO,FILADELFIA,182 Votos PPSO,Resultados no Procesados
24,Junta 5413,GUANACASTE,CARRILLO,FILADELFIA,35 Votos PPSO,Resultados no Procesados
25,Junta 5420,GUANACASTE,CARRILLO,FILADELFIA,Sin datos en la Certificación,174 Votos PPSO
26,Junta 5429,GUANACASTE,CARRILLO,SARDINAL,Certificación no disponible,176 Votos PPSO
27,Junta 5437,GUANACASTE,CARRILLO,SARDINAL,Certificación no disponible,222 Votos PPSO
28,Junta 5440,GUANACASTE,CARRILLO,SARDINAL,Certificación no disponible,Resultados no Procesados
29,Junta 5443,GUANACASTE,CARRILLO,SARDINAL,Certificación no disponible,Resultados no Procesados
30,Junta 5461,GUANACASTE,CARRILLO,BELEN,105 Votos PPSO,Resultados no Procesados
31,Junta 5467,GUANACASTE,CAÑAS,CAÑAS,210 Votos PPSO,Resultados no Procesados
32,Junta 5486,GUANACASTE,CAÑAS,CAÑAS,187 Votos PPSO,Resultados no Procesados
33,Junta 5512,GUANACASTE,ABANGARES,LAS JUNTAS,Sin datos en la Certificación,0 Votos PPSO
34,Junta 5539,GUANACASTE,ABANGARES,CORONADO,134 Votos PPSO,137 Votos PPSO
35,Junta 5590,GUANACASTE,NANDAYURE,CARMONA,192 Votos PPSO,Resultados no Procesados
36,Junta 5598,GUANACASTE,NANDAYURE,SANTA RITA,Certificación no disponible,117 Votos PPSO
37,Junta 5632,GUANACASTE,LA CRUZ,LA CRUZ,Certificación no disponible,26 Votos PPSO
38,Junta 5637,GUANACASTE,LA CRUZ,SANTA CECILIA,Certificación no disponible,Resultados no Procesados
39,Junta 5640,GUANACASTE,LA CRUZ,SANTA CECILIA,Certificación no disponible,89 Votos PPSO
40,Junta 5643,GUANACASTE,LA CRUZ,SANTA CECILIA,20 Votos PPSO,Resultados no Procesados
41,Junta 5645,GUANACASTE,LA CRUZ,SANTA CECILIA,22 Votos PPSO,Resultados no Procesados
42,Junta 5646,GUANACASTE,LA CRUZ,SANTA CECILIA,Certificación no disponible,36 Votos PPSO
43,Junta 5651,GUANACASTE,LA CRUZ,LA GARITA,202 Votos PPSO,47 Votos PPSO
44,Junta 5652,GUANACASTE,LA CRUZ,LA GARITA,10 Votos PPSO,Resultados no Procesados
45,Junta 5657,GUANACASTE,HOJANCHA,HOJANCHA,173 Votos PPSO,Resultados no Procesados
46,Junta 5658,GUANACASTE,HOJANCHA,HOJANCHA,199 Votos PPSO,Resultados no Procesados
47,Junta 5661,GUANACASTE,HOJANCHA,HOJANCHA,196 Votos PPSO,Resultados no Procesados
48,Junta 5676,GUANACASTE,HOJANCHA,MATAMBU,Certificación no disponible,138 Votos PPSO
1,Junta 5689,PUNTARENAS,CENTRAL,PUNTARENAS,221 Votos PPSO,Resultados no Procesados
2,Junta 5714,PUNTARENAS,CENTRAL,LEPANTO,Certificación no disponible,120 Votos PPSO
3,Junta 5716,PUNTARENAS,CENTRAL,LEPANTO,Certificación no disponible,44 Votos PPSO
4,Junta 5717,PUNTARENAS,CENTRAL,LEPANTO,Certificación no disponible,54 Votos PPSO
5,Junta 5725,PUNTARENAS,CENTRAL,LEPANTO,Certificación no disponible,77 Votos PPSO
6,Junta 5733,PUNTARENAS,CENTRAL,PAQUERA,119 Votos PPSO,Resultados no Procesados
7,Junta 5734,PUNTARENAS,CENTRAL,PAQUERA,175 Votos PPSO,Resultados no Procesados
8,Junta 5737,PUNTARENAS,CENTRAL,PAQUERA,185 Votos PPSO,Resultados no Procesados
9,Junta 5742,PUNTARENAS,CENTRAL,PAQUERA,127 Votos PPSO,Resultados no Procesados
10,Junta 5768,PUNTARENAS,CENTRAL,BARRANCA,Certificación no disponible,Resultados no Procesados
11,Junta 5778,PUNTARENAS,CENTRAL,BARRANCA,Certificación no disponible,203 Votos PPSO
12,Junta 5787,PUNTARENAS,CENTRAL,BARRANCA,212 Votos PPSO,Resultados no Procesados
13,Junta 5795,PUNTARENAS,CENTRAL,BARRANCA,Certificación no disponible,216 Votos PPSO
14,Junta 5801,PUNTARENAS,CENTRAL,COBANO,221 Votos PPSO,Resultados no Procesados
15,Junta 5802,PUNTARENAS,CENTRAL,COBANO,190 Votos PPSO,Resultados no Procesados
16,Junta 5803,PUNTARENAS,CENTRAL,COBANO,218 Votos PPSO,Resultados no Procesados
17,Junta 5804,PUNTARENAS,CENTRAL,COBANO,Certificación no disponible,Resultados no Procesados
18,Junta 5805,PUNTARENAS,CENTRAL,COBANO,Certificación no disponible,Resultados no Procesados
19,Junta 5806,PUNTARENAS,CENTRAL,COBANO,Certificación no disponible,Resultados no Procesados
20,Junta 5815,PUNTARENAS,CENTRAL,COBANO,84 Votos PPSO,Resultados no Procesados
21,Junta 5817,PUNTARENAS,CENTRAL,CHACARITA,247 Votos PPSO,217 Votos PPSO
22,Junta 5819,PUNTARENAS,CENTRAL,CHACARITA,Certificación no disponible,222 Votos PPSO
23,Junta 5824,PUNTARENAS,CENTRAL,CHACARITA,Certificación no disponible,208 Votos PPSO
24,Junta 5829,PUNTARENAS,CENTRAL,CHACARITA,188 Votos PPSO,Resultados no Procesados
25,Junta 5832,PUNTARENAS,CENTRAL,CHACARITA,181 Votos PPSO,Resultados no Procesados
26,Junta 5833,PUNTARENAS,CENTRAL,CHACARITA,192 Votos PPSO,Resultados no Procesados
27,Junta 5834,PUNTARENAS,CENTRAL,CHACARITA,168 Votos PPSO,Resultados no Procesados
28,Junta 5837,PUNTARENAS,CENTRAL,CHACARITA,196 Votos PPSO,Resultados no Procesados
29,Junta 5845,PUNTARENAS,CENTRAL,EL ROBLE,Certificación no disponible,214 Votos PPSO
30,Junta 5848,PUNTARENAS,CENTRAL,EL ROBLE,193 Votos PPSO,Resultados no Procesados
31,Junta 5852,PUNTARENAS,CENTRAL,EL ROBLE,Certificación no disponible,220 Votos PPSO
32,Junta 5856,PUNTARENAS,CENTRAL,EL ROBLE,Datos no Coincidentes (Diputados)
33,Junta 5857,PUNTARENAS,CENTRAL,EL ROBLE,22 Votos PPSO,Resultados no Procesados (198 PUSC) 
34,Junta 5871,PUNTARENAS,ESPARZA,ESPIRITU SANTO,220 Votos PPSO,13 Votos PPSO (220 Votos PPSD)
35,Junta 5883,PUNTARENAS,ESPARZA,ESPIRITU SANTO,249 Votos PPSO,Resultados no Procesados
36,Junta 5891,PUNTARENAS,ESPARZA,ESPIRITU SANTO,253 Votos PPSO,Resultados no Procesados
37,Junta 5897,PUNTARENAS,ESPARZA,SAN JUAN GRANDE,270 Votos PPSO,Resultados no Procesados
38,Junta 5898,PUNTARENAS,ESPARZA,SAN JUAN GRANDE,263 Votos PPSO,Resultados no Procesados
39,Junta 5925,PUNTARENAS,BUENOS AIRES,BUENOS AIRES,Datos no coinciden,269 Votos PPSO
37,Junta 5929,PUNTARENAS,BUENOS AIRES,BUENOS AIRES,274 Votos PPSO,Resultados no Procesados
38,Junta 5957,PUNTARENAS,BUENOS AIRES,BUENOS AIRES,193 Votos PPSO,3 Votos PPSO
39,Junta 5986,PUNTARENAS,BUENOS AIRES,COLINAS,136 Votos PPSO,Resultados no Procesados
40,Junta 5997,PUNTARENAS,BUENOS AIRES,BIOLLEY,Sin datos en la Certificación,110 Votos PPSO
41,Junta 6011,PUNTARENAS,MONTES DE ORO,MIRAMAR,Votos no Legibles,Resultados no Procesados
42,Junta 6036,PUNTARENAS,OSA,PUERTO CORTES,195 Votos PPSO,Resultados no Procesados
43,Junta 6041,PUNTARENAS,OSA,PUERTO CORTES,225 Votos PPSO,Resultados no Procesados
44,Junta 6051,PUNTARENAS,OSA,PALMAR,238 Votos PPSO,Resultados no Procesados
45,Junta 6063,PUNTARENAS,OSA,PALMAR,252 Votos PPSO,Resultados no Procesados
46,Junta 6073,PUNTARENAS,OSA,SIERPE,24 Votos PPSO,Resultados no Procesados
47,Junta 6091,PUNTARENAS,OSA,PIEDRAS BLANCAS,4 Votos PPSO,4 Votos PPSO (158 Votos PPSD)
48,Junta 6111,PUNTARENAS,QUEPOS,QUEPOS,215 Votos PPSO,Resultados no Procesados
49,Junta 6112,PUNTARENAS,QUEPOS,QUEPOS,203 Votos PPSO,Resultados no Procesados
50,Junta 6115,PUNTARENAS,QUEPOS,QUEPOS,Certificación no disponible,195 Votos PPSO
51,Junta 6134,PUNTARENAS,QUEPOS,SAVEGRE,261 Votos PPSO,Resultados no Procesados
52,Junta 6171,PUNTARENAS,GOLFITO,GUAYCARA,Certificación no disponible,190 Votos PPSO
53,Junta 6195,PUNTARENAS,GOLFITO,PAVON,154 Votos PPSO,Resultados no Procesados
54,Junta 6198,PUNTARENAS,GOLFITO,PAVON,Certificación no disponible,2 Votos PPSO
55,Junta 6199,PUNTARENAS,GOLFITO,PAVON,Certificación no disponible,26 Votos PPSO
56,Junta 6205,PUNTARENAS,GOLFITO,PAVON,Certificación no disponible,23 Votos PPSO
57,Junta 6206,PUNTARENAS,GOLFITO,PAVON,Certificación no disponible,27 Votos PPSO
58,Junta 6220,PUNTARENAS,COTO BRUS,SAN VITO,173 Votos PPSO,0 Votos PPSO
59,Junta 6230,PUNTARENAS,COTO BRUS,SABALITO,189 Votos PPSO,Resultados no Procesados
60,Junta 6260,PUNTARENAS,COTO BRUS,AGUA BUENA,274 Votos PPSO,Resultados no Procesados
61,Junta 6286,PUNTARENAS,PARRITA,PARRITA,161 Votos PPSO,Resultados no Procesados
62,Junta 6316,PUNTARENAS,PARRITA,PARRITA,0 Votos PPSO,0 Votos PPSO
63,Junta 6353,PUNTARENAS,CORREDORES,CORREDOR,Certificación no disponible,198 Votos PPSO
64,Junta 6368,PUNTARENAS,CORREDORES,CANOAS,127 Votos PPSO,0 Votos PPSO (127 Votos PPSD)
65,Junta 6402,PUNTARENAS,GARABITO,JACO,161 Votos PPSO,4 Votos PPSO (167 Votos PPSD)
66,Junta 6410,PUNTARENAS,GARABITO,JACO,Certificación no disponible,251 Votos PPSO
67,Junta 6419,PUNTARENAS,GARABITO,TARCOLES,Certificación no disponible,235 Votos PPSO
68,Junta 6447,PUNTARENAS,PUERTO JIMENEZ,PUERTO JIMENEZ,Certificación no disponible,189 Votos PPSO
1,Junta 6478,LIMON,CENTRAL,LIMON,138 Votos PPSO,21 Votos PPSO (138 Votos PPSD)
2,Junta 6484,LIMON,CENTRAL,LIMON,166 Votos PPSO,Resultados no Procesados
3,Junta 6504,LIMON,CENTRAL,LIMON,189 Votos PPSO,Resultados no Procesados
4,Junta 6517,LIMON,CENTRAL,LIMON,Sin datos en la Certificación,0 Votos PPSO
5,Junta 6522,LIMON,CENTRAL,LIMON,158 Votos PPSO,Resultados no Procesados
6,Junta 6523,LIMON,CENTRAL,LIMON,156 Votos PPSO,Resultados no Procesados
7,Junta 6524,LIMON,CENTRAL,LIMON,96 Votos PPSO,176 Votos PPSO
8,Junta 6530,LIMON,CENTRAL,LIMON,0 Votos PPSO,Resultados no Procesados
9,Junta 6561,LIMON,CENTRAL,VALLE LA ESTRELLA,11 Votos PPSO,Resultados no Procesados
10,Junta 6596,LIMON,POCOCI,GUAPILES,206 Votos PPSO,Resultados no Procesados
11,Junta 6598,LIMON,POCOCI,GUAPILES,256 Votos PPSO,Resultados no Procesados
12,Junta 6599,LIMON,POCOCI,GUAPILES,Certificación no disponible,Resultados no Procesados
13,Junta 6600,LIMON,POCOCI,GUAPILES,230 Votos PPSO,Resultados no Procesados
14,Junta 6601,LIMON,POCOCI,GUAPILES,214 Votos PPSO,Resultados no Procesados
15,Junta 6603,LIMON,POCOCI,GUAPILES,218 Votos PPSO,Resultados no Procesados
16,Junta 6604,LIMON,POCOCI,GUAPILES,214 Votos PPSO,Resultados no Procesados
17,Junta 6606,LIMON,POCOCI,GUAPILES,207 Votos PPSO,Resultados no Procesados
18,Junta 6607,LIMON,POCOCI,GUAPILES,222 Votos PPSO,Resultados no Procesados
19,Junta 6608,LIMON,POCOCI,GUAPILES,215 Votos PPSO,Resultados no Procesados
20,Junta 6609,LIMON,POCOCI,GUAPILES,Certificación no disponible,Resultados no Procesados
21,Junta 6610,LIMON,POCOCI,GUAPILES,225 Votos PPSO,Resultados no Procesados
22,Junta 6611,LIMON,POCOCI,GUAPILES,231 Votos PPSO,Resultados no Procesados
23,Junta 6612,LIMON,POCOCI,GUAPILES,219 Votos PPSO,Resultados no Procesados
24,Junta 6613,LIMON,POCOCI,GUAPILES,233 Votos PPSO,Resultados no Procesados
25,Junta 6614,LIMON,POCOCI,GUAPILES,242 Votos PPSO,Resultados no Procesados
26,Junta 6615,LIMON,POCOCI,GUAPILES,228 Votos PPSO,Resultados no Procesados
27,Junta 6617,LIMON,POCOCI,GUAPILES,208 Votos PPSO,Resultados no Procesados
28,Junta 6618,LIMON,POCOCI,GUAPILES,236 Votos PPSO,Resultados no Procesados
29,Junta 6634,LIMON,POCOCI,GUAPILES,249 Votos PPSO,Resultados no Procesados
30,Junta 6636,LIMON,POCOCI,GUAPILES,245 Votos PPSO,Resultados no Procesados
31,Junta 6638,LIMON,POCOCI,GUAPILES,247 Votos PPSO,Resultados no Procesados
32,Junta 6643,LIMON,POCOCI,GUAPILES,210 Votos PPSO,Resultados no Procesados
33,Junta 6681,LIMON,POCOCI,RITA,224 Votos PPSO,Resultados no Procesados
34,Junta 6694,LIMON,POCOCI,RITA,Certificación no disponible,142 Votos PPSO
35,Junta 6701,LIMON,POCOCI,ROXANA,199 Votos PPSO,Resultados no Procesados
36,Junta 6722,LIMON,POCOCI,CARIARI,238 Votos PPSO,Resultados no Procesados
37,Junta 6732,LIMON,POCOCI,CARIARI,256 Votos PPSO,Resultados no Procesados
38,Junta 6734,LIMON,POCOCI,CARIARI,246 Votos PPSO,Resultados no Procesados
39,Junta 6737,LIMON,POCOCI,CARIARI,220 Votos PPSO,Resultados no Procesados
40,Junta 6747,LIMON,POCOCI,CARIARI,261 Votos PPSO,3 Votos PPSO
41,Junta 6748,LIMON,POCOCI,CARIARI,250 Votos PPSO,205 Votos PPSO
42,Junta 6754,LIMON,POCOCI,CARIARI,Certificación no disponible,206 Votos PPSO
43,Junta 6755,LIMON,POCOCI,CARIARI,Certificación no disponible,182 Votos PPSO
44,Junta 6756,LIMON,POCOCI,CARIARI,Certificación no disponible,172 Votos PPSO
45,Junta 6757,LIMON,POCOCI,CARIARI,Certificación no disponible,237 Votos PPSO
46,Junta 6758,LIMON,POCOCI,CARIARI,Certificación no disponible,177 Votos PPSO
47,Junta 6759,LIMON,POCOCI,CARIARI,Certificación no disponible,202 Votos PPSO
48,Junta 6760,LIMON,POCOCI,CARIARI,Certificación no disponible,220 Votos PPSO
49,Junta 6761,LIMON,POCOCI,CARIARI,Certificación no disponible,205 Votos PPSO
50,Junta 6762,LIMON,POCOCI,CARIARI,Certificación no disponible,239 Votos PPSO
51,Junta 6763,LIMON,POCOCI,CARIARI,Certificación no disponible,204 Votos PPSO
52,Junta 6764,LIMON,POCOCI,CARIARI,Certificación no disponible,209 Votos PPSO
53,Junta 6765,LIMON,POCOCI,CARIARI,Certificación no disponible,234 Votos PPSO
54,Junta 6766,LIMON,POCOCI,CARIARI,Certificación no disponible,209 Votos PPSO
55,Junta 6767,LIMON,POCOCI,CARIARI,Certificación no disponible,247 Votos PPSO
56,Junta 6768,LIMON,POCOCI,CARIARI,Certificación no disponible,221 Votos PPSO
57,Junta 6769,LIMON,POCOCI,CARIARI,Certificación no disponible,219 Votos PPSO
58,Junta 6770,LIMON,POCOCI,CARIARI,Certificación no disponible,200 Votos PPSO
59,Junta 6771,LIMON,POCOCI,CARIARI,Certificación no disponible,212 Votos PPSO
60,Junta 6772,LIMON,POCOCI,CARIARI,Certificación no disponible,19 Votos PPSO
61,Junta 6773,LIMON,POCOCI,COLORADO,Certificación no disponible,89 Votos PPSO
62,Junta 6774,LIMON,POCOCI,COLORADO,Certificación no disponible,114 Votos PPSO
63,Junta 6776,LIMON,POCOCI,COLORADO,Certificación no disponible,Resultados no Procesados
64,Junta 6777,LIMON,POCOCI,LA COLONIA,Certificación no disponible,274 Votos PPSO
65,Junta 6779,LIMON,POCOCI,LA COLONIA,Certificación no disponible,Resultados no Procesados
66,Junta 6780,LIMON,POCOCI,LA COLONIA,249 Votos PPSO,6 Votos PPSO (249 Votos PPSD)
67,Junta 6797,LIMON,SIQUIRRES,SIQUIRRES,167 Votos PPSO,Resultados no Procesados
68,Junta 6825,LIMON,SIQUIRRES,SIQUIRRES,184 Votos PPSO,Resultados no Procesados
69,Junta 6827,LIMON,SIQUIRRES,SIQUIRRES,185 Votos PPSO,Resultados no Procesados
70,Junta 6828,LIMON,SIQUIRRES,SIQUIRRES,200 Votos PPSO,Resultados no Procesados
71,Junta 6868,LIMON,SIQUIRRES,ALEGRIA,Certificación no disponible,Resultados no Procesados
72,Junta 6870,LIMON,SIQUIRRES,ALEGRIA,Certificación no disponible,219 Votos PPSO
73,Junta 6871,LIMON,SIQUIRRES,ALEGRIA,Certificación no disponible,220 Votos PPSO
74,Junta 6880,LIMON,SIQUIRRES,REVENTAZON,79 Votos PPSO,Resultados no Procesados
75,Junta 6882,LIMON,TALAMANCA,BRATSI,176 Votos PPSO,Resultados no Procesados
76,Junta 6883,LIMON,TALAMANCA,BRATSI,182 Votos PPSO,Resultados no Procesados
77,Junta 6890,LIMON,TALAMANCA,BRATSI,126 Votos PPSO,Resultados no Procesados
78,Junta 6909,LIMON,TALAMANCA,CAHUITA,151 Votos PPSO,112 Votos PPSO
79,Junta 6930,LIMON,TALAMANCA,TELIRE,107 Votos PPSO,Resultados no Procesados
80,Junta 6937,LIMON,TALAMANCA,TELIRE,Certificación no disponible,Resultados no Procesados
81,Junta 6939,LIMON,TALAMANCA,TELIRE,Certificación no disponible,0 Votos PPSO
82,Junta 6940,LIMON,TALAMANCA,TELIRE,Certificación no disponible,9 Votos PPSO
83,Junta 6941,LIMON,TALAMANCA,TELIRE,Certificación no disponible,Resultados no Procesados
84,Junta 6952,LIMON,MATINA,MATINA,20 Votos PPSO,Resultados no Procesados
85,Junta 6977,LIMON,MATINA,BATAN,14 Votos PPSO,Resultados no Procesados
86,Junta 6987,LIMON,MATINA,CARRANDI,161 Votos PPSO,Resultados no Procesados
87,Junta 6989,LIMON,MATINA,CARRANDI,158 Votos PPSO,Resultados no Procesados
88,Junta 6990,LIMON,MATINA,CARRANDI,131 Votos PPSO,Resultados no Procesados
